order_id,customer_id,subscription_id,order_date,product_category,country,gross_revenue,discount,net_revenue,returned,status
ORD000028,CUST00012,,2024-01-28,supplements,NL,28.35,0.0,28.35,False,completed
ORD000029,CUST00013,,2024-01-13,wellness_bundle,FR,86.71,0.0,86.71,False,completed
ORD000030,CUST00014,,2024-01-29,haircare,AU,44.68,9.6,-2.9,True,returned
ORD000031,CUST00015,,2024-01-28,haircare,GB,50.04,0.0,50.04,False,completed
ORD000032,CUST00015,,2024-08-11,haircare,GB,47.92,9.0,38.92,False,completed
ORD000033,CUST00016,,2024-01-16,supplements,GB,33.93,6.3,-1.21,True,returned
ORD000034,CUST00017,,2024-01-28,skincare,GB,38.96,0.0,5.84,True,returned
ORD000035,CUST00018,,2024-02-05,haircare,US,47.15,9.85,-2.78,True,returned
ORD000036,CUST00019,,2024-02-07,skincare,AU,53.4,6.91,1.1,True,returned
ORD000037,CUST00020,,2024-01-20,skincare,DE,54.65,0.0,54.65,False,completed
ORD000038,CUST00021,,2024-02-07,wellness_bundle,GB,81.33,0.0,81.33,False,completed
ORD000039,CUST00022,SUB00003,2024-01-03,supplements,DE,32.39,0.0,32.39,False,completed
ORD000040,CUST00022,SUB00003,2024-04-02,supplements,DE,36.97,0.0,36.97,False,completed
ORD000041,CUST00022,SUB00003,2024-07-01,supplements,DE,35.98,0.0,35.98,False,completed
ORD000042,CUST00023,,2024-01-20,skincare,AU,39.87,0.0,39.87,False,completed
ORD000043,CUST00024,,2024-01-09,supplements,GB,41.79,0.0,6.27,True,returned
ORD000044,CUST00024,,2024-11-20,supplements,GB,35.9,0.0,35.9,False,completed
ORD000045,CUST00025,,2024-01-20,skincare,US,48.06,0.0,48.06,False,completed
ORD000046,CUST00026,,2024-01-26,supplements,US,42.19,0.0,6.33,True,returned
ORD000047,CUST00027,,2024-01-31,supplements,GB,42.57,10.07,-3.68,True,returned
ORD000048,CUST00028,SUB00004,2024-01-01,wellness_bundle,FR,78.12,0.0,78.12,False,completed
ORD000049,CUST00028,SUB00004,2024-01-31,wellness_bundle,FR,68.79,0.0,10.32,True,returned
ORD000050,CUST00028,SUB00004,2024-03-01,wellness_bundle,FR,78.17,0.0,78.17,False,completed
ORD000051,CUST00028,SUB00004,2024-03-31,wellness_bundle,FR,70.59,0.0,70.59,False,completed
ORD000052,CUST00028,SUB00004,2024-04-30,wellness_bundle,FR,74.46,0.0,74.46,False,completed
ORD000053,CUST00028,SUB00004,2024-05-30,wellness_bundle,FR,73.08,0.0,73.08,False,completed
ORD000054,CUST00028,SUB00004,2024-06-29,wellness_bundle,FR,69.73,0.0,69.73,False,completed
ORD000055,CUST00028,SUB00004,2024-07-29,wellness_bundle,FR,79.35,0.0,79.35,False,completed
ORD000056,CUST00028,SUB00004,2024-08-28,wellness_bundle,FR,71.73,0.0,71.73,False,completed
ORD000057,CUST00028,SUB00004,2024-09-27,wellness_bundle,FR,78.93,0.0,78.93,False,completed
ORD000058,CUST00028,SUB00004,2024-10-27,wellness_bundle,FR,73.35,0.0,73.35,False,completed
ORD000059,CUST00028,SUB00004,2024-11-26,wellness_bundle,FR,71.33,0.0,71.33,False,completed
ORD000060,CUST00028,SUB00004,2024-12-26,wellness_bundle,FR,71.12,0.0,71.12,False,completed
ORD000061,CUST00029,,2024-01-18,skincare,US,49.7,5.25,44.45,False,completed
ORD000062,CUST00030,,2024-01-19,skincare,AU,40.04,9.68,-3.67,True,returned
ORD000063,CUST00031,,2024-01-30,skincare,DE,42.95,4.67,1.77,True,returned
ORD000064,CUST00032,,2024-01-06,skincare,US,46.6,0.0,46.6,False,completed
ORD000065,CUST00033,SUB00005,2024-01-13,haircare,GB,38.06,0.0,38.06,False,completed
ORD000066,CUST00033,SUB00005,2024-04-12,haircare,GB,42.41,0.0,42.41,False,completed
ORD000067,CUST00033,SUB00005,2024-07-11,haircare,GB,41.61,0.0,41.61,False,completed
ORD000068,CUST00033,SUB00005,2024-10-09,haircare,GB,41.98,0.0,41.98,False,completed
ORD000069,CUST00034,SUB00006,2024-01-14,supplements,GB,36.74,0.0,5.51,True,returned
ORD000070,CUST00034,SUB00006,2024-02-13,supplements,GB,32.6,0.0,32.6,False,completed
ORD000071,CUST00034,SUB00006,2024-03-14,supplements,GB,38.17,0.0,38.17,False,completed
ORD000072,CUST00034,SUB00006,2024-04-13,supplements,GB,34.52,0.0,34.52,False,completed
ORD000073,CUST00034,SUB00006,2024-05-13,supplements,GB,38.26,0.0,38.26,False,completed
ORD000074,CUST00034,SUB00006,2024-06-12,supplements,GB,35.17,0.0,5.28,True,returned
ORD000075,CUST00034,SUB00006,2024-07-12,supplements,GB,34.19,0.0,34.19,False,completed
ORD000076,CUST00034,SUB00006,2024-08-11,supplements,GB,37.27,2.54,34.73,False,completed
ORD000077,CUST00035,,2024-01-27,haircare,GB,46.87,0.0,46.87,False,completed
ORD000078,CUST00036,SUB00007,2024-01-11,supplements,GB,33.28,0.0,33.28,False,completed
ORD000079,CUST00036,SUB00007,2024-02-10,supplements,GB,35.36,0.0,35.36,False,completed
ORD000080,CUST00036,SUB00007,2024-03-11,supplements,GB,32.43,0.0,32.43,False,completed
ORD000081,CUST00036,SUB00007,2024-04-10,supplements,GB,33.97,0.0,33.97,False,completed
ORD000082,CUST00036,SUB00007,2024-05-10,supplements,GB,32.79,0.0,32.79,False,completed
ORD000083,CUST00036,SUB00007,2024-06-09,supplements,GB,36.75,0.0,5.51,True,returned
ORD000084,CUST00036,SUB00007,2024-07-09,supplements,GB,34.37,4.33,30.04,False,completed
ORD000085,CUST00036,SUB00007,2024-08-08,supplements,GB,37.43,0.0,37.43,False,completed
ORD000086,CUST00036,SUB00007,2024-09-07,supplements,GB,34.57,0.0,34.57,False,completed
ORD000087,CUST00036,SUB00007,2024-10-07,supplements,GB,37.08,0.0,37.08,False,completed
ORD000088,CUST00037,,2024-01-28,haircare,CA,38.63,0.0,5.79,True,returned
ORD000089,CUST00038,,2024-01-14,wellness_bundle,GB,75.38,14.83,60.55,False,completed
ORD000090,CUST00039,,2024-01-15,supplements,GB,34.84,0.0,34.84,False,completed
ORD000091,CUST00039,,2024-04-14,supplements,GB,40.99,0.0,40.99,False,completed
ORD000092,CUST00040,SUB00008,2024-01-24,supplements,AU,31.86,0.0,31.86,False,completed
ORD000093,CUST00040,SUB00008,2024-02-23,supplements,AU,31.58,0.0,31.58,False,completed
ORD000094,CUST00040,SUB00008,2024-03-24,supplements,AU,33.37,0.0,33.37,False,completed
ORD000095,CUST00040,SUB00008,2024-04-23,supplements,AU,33.57,3.42,30.15,False,completed
ORD000096,CUST00040,SUB00008,2024-05-23,supplements,AU,37.88,0.0,37.88,False,completed
ORD000097,CUST00040,SUB00008,2024-06-22,supplements,AU,34.42,0.0,34.42,False,completed
ORD000098,CUST00040,SUB00008,2024-07-22,supplements,AU,36.36,2.72,33.64,False,completed
ORD000099,CUST00040,SUB00008,2024-08-21,supplements,AU,36.27,5.16,31.11,False,completed
ORD000100,CUST00040,SUB00008,2024-09-20,supplements,AU,32.72,2.18,30.54,False,completed
ORD000101,CUST00040,SUB00008,2024-10-20,supplements,AU,34.77,0.0,34.77,False,completed
ORD000102,CUST00040,SUB00008,2024-11-19,supplements,AU,32.36,0.0,4.85,True,returned
ORD000103,CUST00041,,2024-02-03,supplements,GB,35.83,7.25,28.58,False,completed
ORD000104,CUST00042,,2024-01-28,haircare,GB,50.74,0.0,50.74,False,completed
ORD000105,CUST00043,,2024-02-04,supplements,GB,33.98,0.0,5.1,True,returned
ORD000106,CUST00043,,2024-06-08,supplements,GB,36.03,7.99,28.04,False,completed
ORD000107,CUST00044,SUB00009,2024-01-22,supplements,AU,36.67,0.0,36.67,False,completed
ORD000108,CUST00044,SUB00009,2024-02-21,supplements,AU,35.44,0.0,35.44,False,completed
ORD000109,CUST00044,SUB00009,2024-03-22,supplements,AU,32.59,0.0,32.59,False,completed
ORD000110,CUST00044,SUB00009,2024-04-21,supplements,AU,33.94,4.62,29.32,False,completed
ORD000111,CUST00044,SUB00009,2024-05-21,supplements,AU,33.65,0.0,33.65,False,completed
ORD000112,CUST00044,SUB00009,2024-06-20,supplements,AU,32.56,0.0,32.56,False,completed
ORD000113,CUST00044,SUB00009,2024-07-20,supplements,AU,32.07,0.0,32.07,False,completed
ORD000114,CUST00044,SUB00009,2024-08-19,supplements,AU,38.1,3.67,34.43,False,completed
ORD000115,CUST00044,SUB00009,2024-09-18,supplements,AU,34.22,4.2,30.02,False,completed
ORD000116,CUST00044,SUB00009,2024-10-18,supplements,AU,35.56,0.0,35.56,False,completed
ORD000117,CUST00045,,2024-01-20,supplements,GB,37.93,0.0,37.93,False,completed
ORD000118,CUST00046,,2024-01-07,skincare,AU,42.87,0.0,6.43,True,returned
ORD000119,CUST00047,,2024-02-03,skincare,GB,38.58,0.0,38.58,False,completed
ORD000120,CUST00048,SUB00010,2024-01-21,skincare,NL,47.82,0.0,47.82,False,completed
ORD000121,CUST00048,SUB00010,2024-02-20,skincare,NL,42.61,0.0,42.61,False,completed
ORD000122,CUST00048,SUB00010,2024-03-21,skincare,NL,43.15,0.0,43.15,False,completed
ORD000123,CUST00048,SUB00010,2024-04-20,skincare,NL,41.91,0.0,41.91,False,completed
ORD000124,CUST00048,SUB00010,2024-05-20,skincare,NL,41.45,3.49,37.96,False,completed
ORD000125,CUST00048,SUB00010,2024-06-19,skincare,NL,42.04,0.0,42.04,False,completed
ORD000126,CUST00048,SUB00010,2024-07-19,skincare,NL,41.1,4.03,37.07,False,completed
ORD000127,CUST00048,SUB00010,2024-08-18,skincare,NL,40.63,2.4,38.23,False,completed
ORD000128,CUST00048,SUB00010,2024-09-17,skincare,NL,40.65,0.0,40.65,False,completed
ORD000129,CUST00048,SUB00010,2024-10-17,skincare,NL,46.98,0.0,46.98,False,completed
ORD000130,CUST00048,SUB00010,2024-11-16,skincare,NL,44.54,0.0,6.68,True,returned
ORD000131,CUST00048,SUB00010,2024-12-16,skincare,NL,40.88,0.0,6.13,True,returned
ORD000132,CUST00049,,2024-01-02,skincare,GB,37.12,7.22,29.9,False,completed
ORD000133,CUST00049,,2024-05-31,skincare,GB,56.57,12.53,44.04,False,completed
ORD000134,CUST00050,SUB00011,2024-01-19,skincare,GB,45.81,0.0,45.81,False,completed
ORD000135,CUST00050,SUB00011,2024-02-18,skincare,GB,43.46,0.0,6.52,True,returned
ORD000136,CUST00051,,2024-02-08,skincare,GB,53.29,12.67,40.62,False,completed
ORD000137,CUST00052,SUB00012,2024-01-17,skincare,NL,44.6,0.0,6.69,True,returned
ORD000138,CUST00052,SUB00012,2024-02-16,skincare,NL,46.95,0.0,46.95,False,completed
ORD000139,CUST00052,SUB00012,2024-03-17,skincare,NL,40.79,0.0,6.12,True,returned
ORD000140,CUST00052,SUB00012,2024-04-16,skincare,NL,44.01,0.0,6.6,True,returned
ORD000141,CUST00052,SUB00012,2024-05-16,skincare,NL,45.9,0.0,45.9,False,completed
ORD000142,CUST00052,SUB00012,2024-06-15,skincare,NL,47.87,0.0,47.87,False,completed
ORD000143,CUST00052,SUB00012,2024-07-15,skincare,NL,44.17,0.0,44.17,False,completed
ORD000144,CUST00053,SUB00013,2024-01-30,supplements,US,33.21,0.0,33.21,False,completed
ORD000145,CUST00053,SUB00013,2024-02-29,supplements,US,35.97,0.0,35.97,False,completed
ORD000146,CUST00053,SUB00013,2024-03-30,supplements,US,36.35,0.0,36.35,False,completed
ORD000147,CUST00053,SUB00013,2024-04-29,supplements,US,32.54,0.0,32.54,False,completed
ORD000148,CUST00053,SUB00013,2024-05-29,supplements,US,36.74,0.0,36.74,False,completed
ORD000149,CUST00053,SUB00013,2024-06-28,supplements,US,38.06,0.0,38.06,False,completed
ORD000150,CUST00054,,2024-01-09,haircare,GB,37.51,0.0,37.51,False,completed
ORD000151,CUST00054,,2024-02-24,haircare,GB,42.01,0.0,42.01,False,completed
ORD000152,CUST00055,,2024-01-21,skincare,US,43.04,7.41,35.63,False,completed
ORD000153,CUST00056,,2024-01-27,supplements,GB,34.54,7.8,-2.62,True,returned
ORD000154,CUST00057,,2024-01-25,skincare,US,49.08,0.0,49.08,False,completed
ORD000155,CUST00058,,2024-01-25,wellness_bundle,DE,82.86,0.0,82.86,False,completed
ORD000156,CUST00058,,2024-05-28,wellness_bundle,DE,83.09,0.0,83.09,False,completed
ORD000157,CUST00059,,2024-02-08,skincare,DE,52.24,0.0,7.84,True,returned
ORD000158,CUST00060,,2024-02-04,supplements,US,28.89,0.0,28.89,False,completed
ORD000159,CUST00061,,2024-01-22,supplements,GB,36.7,0.0,36.7,False,completed
ORD000160,CUST00062,,2024-01-24,wellness_bundle,NL,78.52,0.0,78.52,False,completed
ORD000161,CUST00063,,2024-01-14,wellness_bundle,US,94.81,0.0,94.81,False,completed
ORD000162,CUST00064,,2024-01-12,haircare,GB,47.29,10.8,36.49,False,completed
ORD000163,CUST00065,,2024-01-09,wellness_bundle,GB,96.94,0.0,14.54,True,returned
ORD000164,CUST00066,,2024-01-31,haircare,GB,51.6,10.65,40.95,False,completed
ORD000165,CUST00066,,2024-06-13,haircare,GB,42.33,0.0,42.33,False,completed
ORD000166,CUST00067,SUB00014,2024-01-29,supplements,FR,33.54,0.0,33.54,False,completed
ORD000167,CUST00067,SUB00014,2024-02-28,supplements,FR,37.69,0.0,37.69,False,completed
ORD000168,CUST00067,SUB00014,2024-03-29,supplements,FR,36.91,0.0,36.91,False,completed
ORD000169,CUST00067,SUB00014,2024-04-28,supplements,FR,37.67,2.36,35.31,False,completed
ORD000170,CUST00067,SUB00014,2024-05-28,supplements,FR,32.77,1.77,31.0,False,completed
ORD000171,CUST00067,SUB00014,2024-06-27,supplements,FR,36.02,2.39,33.63,False,completed
ORD000172,CUST00067,SUB00014,2024-07-27,supplements,FR,37.45,0.0,37.45,False,completed
ORD000173,CUST00067,SUB00014,2024-08-26,supplements,FR,38.01,0.0,38.01,False,completed
ORD000174,CUST00067,SUB00014,2024-09-25,supplements,FR,34.91,0.0,34.91,False,completed
ORD000175,CUST00067,SUB00014,2024-10-25,supplements,FR,35.6,0.0,35.6,False,completed
ORD000176,CUST00068,SUB00015,2024-01-09,skincare,AU,47.02,0.0,47.02,False,completed
ORD000177,CUST00068,SUB00015,2024-04-08,skincare,AU,43.36,0.0,43.36,False,completed
ORD000178,CUST00068,SUB00015,2024-07-07,skincare,AU,45.72,0.0,45.72,False,completed
ORD000179,CUST00068,SUB00015,2024-10-05,skincare,AU,48.9,0.0,48.9,False,completed
ORD000180,CUST00069,,2024-01-10,skincare,US,55.81,0.0,55.81,False,completed
ORD000181,CUST00070,SUB00016,2024-01-17,supplements,GB,36.07,0.0,36.07,False,completed
ORD000182,CUST00070,SUB00016,2024-02-16,supplements,GB,31.51,0.0,31.51,False,completed
ORD000183,CUST00070,SUB00016,2024-03-17,supplements,GB,32.36,0.0,32.36,False,completed
ORD000184,CUST00070,SUB00016,2024-04-16,supplements,GB,35.69,0.0,35.69,False,completed
ORD000185,CUST00070,SUB00016,2024-05-16,supplements,GB,35.66,0.0,35.66,False,completed
ORD000186,CUST00070,SUB00016,2024-06-15,supplements,GB,38.24,3.1,35.14,False,completed
ORD000187,CUST00070,SUB00016,2024-07-15,supplements,GB,37.63,3.43,34.2,False,completed
ORD000188,CUST00070,SUB00016,2024-08-14,supplements,GB,34.32,2.54,31.78,False,completed
ORD000189,CUST00070,SUB00016,2024-09-13,supplements,GB,36.36,4.41,31.95,False,completed
ORD000190,CUST00070,SUB00016,2024-10-13,supplements,GB,33.83,0.0,33.83,False,completed
ORD000191,CUST00070,SUB00016,2024-11-12,supplements,GB,36.99,0.0,5.55,True,returned
ORD000192,CUST00070,SUB00016,2024-12-12,supplements,GB,35.59,0.0,35.59,False,completed
ORD000193,CUST00071,SUB00017,2024-01-18,skincare,GB,41.83,0.0,41.83,False,completed
ORD000194,CUST00071,SUB00017,2024-04-17,skincare,GB,43.39,0.0,43.39,False,completed
ORD000195,CUST00072,,2024-01-19,wellness_bundle,US,92.3,16.5,75.8,False,completed
ORD000196,CUST00073,,2024-01-24,supplements,GB,33.19,0.0,4.98,True,returned
ORD000197,CUST00074,SUB00018,2024-01-28,supplements,US,34.38,0.0,34.38,False,completed
ORD000198,CUST00074,SUB00018,2024-02-27,supplements,US,32.06,0.0,32.06,False,completed
ORD000199,CUST00074,SUB00018,2024-03-28,supplements,US,36.76,0.0,36.76,False,completed
ORD000200,CUST00074,SUB00018,2024-04-27,supplements,US,36.14,0.0,5.42,True,returned
ORD000201,CUST00074,SUB00018,2024-05-27,supplements,US,37.81,4.81,33.0,False,completed
ORD000202,CUST00074,SUB00018,2024-06-26,supplements,US,35.11,4.63,30.48,False,completed
ORD000203,CUST00074,SUB00018,2024-07-26,supplements,US,36.5,1.99,34.51,False,completed
ORD000204,CUST00074,SUB00018,2024-08-25,supplements,US,33.77,0.0,5.07,True,returned
ORD000205,CUST00074,SUB00018,2024-09-24,supplements,US,38.05,5.23,32.82,False,completed
ORD000206,CUST00074,SUB00018,2024-10-24,supplements,US,36.51,0.0,36.51,False,completed
ORD000207,CUST00074,SUB00018,2024-11-23,supplements,US,35.81,2.3,33.51,False,completed
ORD000208,CUST00074,SUB00018,2024-12-23,supplements,US,37.84,3.28,34.56,False,completed
ORD000209,CUST00075,,2024-01-25,skincare,FR,36.05,0.0,36.05,False,completed
ORD000210,CUST00075,,2024-09-05,skincare,FR,49.35,0.0,49.35,False,completed
ORD000211,CUST00076,,2024-01-12,skincare,GB,51.82,0.0,51.82,False,completed
ORD000212,CUST00077,,2024-01-13,skincare,GB,52.7,0.0,52.7,False,completed
ORD000213,CUST00078,,2024-02-04,wellness_bundle,US,97.44,0.0,97.44,False,completed
ORD000214,CUST00079,SUB00019,2024-01-29,wellness_bundle,US,81.79,0.0,81.79,False,completed
ORD000215,CUST00079,SUB00019,2024-02-28,wellness_bundle,US,81.0,0.0,81.0,False,completed
ORD000216,CUST00079,SUB00019,2024-03-29,wellness_bundle,US,73.28,0.0,73.28,False,completed
ORD000217,CUST00079,SUB00019,2024-04-28,wellness_bundle,US,67.51,0.0,67.51,False,completed
ORD000218,CUST00079,SUB00019,2024-05-28,wellness_bundle,US,76.69,0.0,76.69,False,completed
ORD000219,CUST00079,SUB00019,2024-06-27,wellness_bundle,US,71.12,0.0,71.12,False,completed
ORD000220,CUST00079,SUB00019,2024-07-27,wellness_bundle,US,68.24,0.0,68.24,False,completed
ORD000221,CUST00079,SUB00019,2024-08-26,wellness_bundle,US,69.58,0.0,69.58,False,completed
ORD000222,CUST00079,SUB00019,2024-09-25,wellness_bundle,US,80.53,0.0,80.53,False,completed
ORD000223,CUST00079,SUB00019,2024-10-25,wellness_bundle,US,77.28,0.0,77.28,False,completed
ORD000224,CUST00079,SUB00019,2024-11-24,wellness_bundle,US,69.94,3.6,66.34,False,completed
ORD000225,CUST00079,SUB00019,2024-12-24,wellness_bundle,US,74.32,9.35,64.97,False,completed
ORD000226,CUST00080,,2024-01-28,supplements,FR,30.1,0.0,30.1,False,completed
ORD000227,CUST00081,SUB00020,2024-01-27,skincare,GB,49.21,0.0,49.21,False,completed
ORD000228,CUST00081,SUB00020,2024-04-26,skincare,GB,40.75,0.0,40.75,False,completed
ORD000229,CUST00081,SUB00020,2024-07-25,skincare,GB,45.73,0.0,45.73,False,completed
ORD000230,CUST00081,SUB00020,2024-10-23,skincare,GB,42.69,0.0,42.69,False,completed
ORD000231,CUST00082,SUB00021,2024-01-02,skincare,GB,47.34,0.0,47.34,False,completed
ORD000232,CUST00082,SUB00021,2024-04-01,skincare,GB,45.72,0.0,45.72,False,completed
ORD000233,CUST00082,SUB00021,2024-06-30,skincare,GB,43.0,0.0,6.45,True,returned
ORD000234,CUST00082,SUB00021,2024-09-28,skincare,GB,43.01,0.0,43.01,False,completed
ORD000235,CUST00082,SUB00021,2024-12-27,skincare,GB,45.15,0.0,45.15,False,completed
ORD000236,CUST00083,,2024-02-01,skincare,GB,40.13,5.25,34.88,False,completed
ORD000237,CUST00084,SUB00022,2024-01-06,haircare,US,39.63,0.0,39.63,False,completed
ORD000238,CUST00084,SUB00022,2024-02-05,haircare,US,42.65,0.0,42.65,False,completed
ORD000239,CUST00084,SUB00022,2024-03-06,haircare,US,40.25,0.0,40.25,False,completed
ORD000240,CUST00084,SUB00022,2024-04-05,haircare,US,36.2,3.98,32.22,False,completed
ORD000241,CUST00084,SUB00022,2024-05-05,haircare,US,38.03,0.0,38.03,False,completed
ORD000242,CUST00084,SUB00022,2024-06-04,haircare,US,36.8,3.12,33.68,False,completed
ORD000243,CUST00084,SUB00022,2024-07-04,haircare,US,41.05,4.71,36.34,False,completed
ORD000244,CUST00084,SUB00022,2024-08-03,haircare,US,39.65,0.0,39.65,False,completed
ORD000245,CUST00084,SUB00022,2024-09-02,haircare,US,37.55,4.23,33.32,False,completed
ORD000246,CUST00084,SUB00022,2024-10-02,haircare,US,41.11,0.0,41.11,False,completed
ORD000247,CUST00084,SUB00022,2024-11-01,haircare,US,37.8,0.0,37.8,False,completed
ORD000248,CUST00084,SUB00022,2024-12-01,haircare,US,39.91,0.0,39.91,False,completed
ORD000249,CUST00084,SUB00022,2024-12-31,haircare,US,37.12,4.52,32.6,False,completed
ORD000250,CUST00085,,2024-01-25,skincare,US,48.01,6.29,41.72,False,completed
ORD000251,CUST00085,,2024-06-07,skincare,US,42.03,0.0,42.03,False,completed
ORD000252,CUST00086,,2024-02-04,supplements,GB,31.6,7.64,23.96,False,completed
ORD000253,CUST00087,,2024-01-21,skincare,GB,43.35,9.13,-2.63,True,returned
ORD000254,CUST00088,SUB00023,2024-01-11,haircare,DE,36.31,0.0,36.31,False,completed
ORD000255,CUST00088,SUB00023,2024-02-10,haircare,DE,38.35,0.0,38.35,False,completed
ORD000256,CUST00088,SUB00023,2024-03-11,haircare,DE,36.73,0.0,36.73,False,completed
ORD000257,CUST00088,SUB00023,2024-04-10,haircare,DE,36.91,0.0,36.91,False,completed
ORD000258,CUST00088,SUB00023,2024-05-10,haircare,DE,42.1,3.61,38.49,False,completed
ORD000259,CUST00088,SUB00023,2024-06-09,haircare,DE,37.81,0.0,37.81,False,completed
ORD000260,CUST00089,,2024-02-03,skincare,GB,55.43,0.0,55.43,False,completed
ORD000261,CUST00090,SUB00024,2024-01-17,skincare,NL,41.22,0.0,41.22,False,completed
ORD000262,CUST00090,SUB00024,2024-02-16,skincare,NL,43.64,0.0,43.64,False,completed
ORD000263,CUST00090,SUB00024,2024-03-17,skincare,NL,47.7,0.0,7.16,True,returned
ORD000264,CUST00091,,2024-01-23,supplements,US,42.09,0.0,42.09,False,completed
ORD000265,CUST00092,,2024-01-10,wellness_bundle,GB,67.34,0.0,67.34,False,completed
ORD000266,CUST00093,,2024-01-15,supplements,AU,40.29,0.0,40.29,False,completed
ORD000267,CUST00094,,2024-01-25,wellness_bundle,GB,65.41,0.0,65.41,False,completed
ORD000268,CUST00095,SUB00025,2024-01-02,skincare,GB,47.44,0.0,47.44,False,completed
ORD000269,CUST00095,SUB00025,2024-02-01,skincare,GB,44.7,0.0,44.7,False,completed
ORD000270,CUST00095,SUB00025,2024-03-02,skincare,GB,41.84,0.0,41.84,False,completed
ORD000271,CUST00095,SUB00025,2024-04-01,skincare,GB,44.74,0.0,6.71,True,returned
ORD000272,CUST00096,,2024-01-15,skincare,GB,42.12,0.0,42.12,False,completed
ORD000273,CUST00097,,2024-02-05,wellness_bundle,US,92.19,16.16,76.03,False,completed
ORD000274,CUST00097,,2024-08-16,wellness_bundle,US,65.97,0.0,65.97,False,completed
ORD000275,CUST00098,,2024-01-05,skincare,GB,57.74,9.8,-1.14,True,returned
ORD000276,CUST00098,,2024-10-12,skincare,GB,44.49,0.0,44.49,False,completed
ORD000277,CUST00099,,2024-01-06,haircare,GB,44.5,5.23,39.27,False,completed
ORD000278,CUST00099,,2024-08-31,haircare,GB,38.94,0.0,5.84,True,returned
ORD000279,CUST00100,SUB00026,2024-01-10,wellness_bundle,DE,76.29,0.0,76.29,False,completed
ORD000280,CUST00100,SUB00026,2024-04-09,wellness_bundle,DE,78.85,0.0,78.85,False,completed
ORD000281,CUST00100,SUB00026,2024-07-08,wellness_bundle,DE,76.41,0.0,76.41,False,completed
ORD000282,CUST00100,SUB00026,2024-10-06,wellness_bundle,DE,74.57,0.0,74.57,False,completed
ORD000283,CUST00101,SUB00027,2024-01-25,haircare,NL,38.59,0.0,38.59,False,completed
ORD000284,CUST00101,SUB00027,2024-02-24,haircare,NL,41.77,0.0,41.77,False,completed
ORD000285,CUST00101,SUB00027,2024-03-25,haircare,NL,41.13,0.0,41.13,False,completed
ORD000286,CUST00101,SUB00027,2024-04-24,haircare,NL,36.86,0.0,36.86,False,completed
ORD000287,CUST00102,SUB00028,2024-01-15,skincare,DE,41.23,0.0,41.23,False,completed
ORD000288,CUST00102,SUB00028,2024-02-14,skincare,DE,42.51,0.0,42.51,False,completed
ORD000289,CUST00103,,2024-02-05,skincare,GB,36.8,0.0,5.52,True,returned
ORD000290,CUST00103,,2024-10-26,skincare,GB,44.99,0.0,44.99,False,completed
