subscription_id,customer_id,plan_type,product_category_key,lifetime_days,is_churned,estimated_mrr,churn_probability,risk_band,top_churn_driver
SUB00134,CUST00337,monthly,wellness_bundle,876,False,27.63,0.258,Low,total_net_revenue
SUB00135,CUST00341,monthly,supplements,300,True,0.0,0.5103,Medium,cohort_month
SUB00136,CUST00342,monthly,skincare,859,False,18.77,0.3208,Low,total_net_revenue
SUB00137,CUST00346,quarterly,supplements,873,False,4.9,0.2647,Low,order_interval_days
SUB00138,CUST00347,quarterly,supplements,881,False,5.01,0.2533,Low,order_interval_days
SUB00139,CUST00348,monthly,haircare,240,True,0.0,0.7286,High,cohort_month
SUB00140,CUST00351,monthly,haircare,270,True,0.0,0.6748,High,cohort_month
SUB00141,CUST00352,monthly,wellness_bundle,210,True,0.0,0.6825,High,total_net_revenue
SUB00142,CUST00353,monthly,skincare,30,True,0.0,0.9888,High,cohort_month
SUB00143,CUST00361,quarterly,skincare,849,False,5.14,0.195,Low,order_interval_days
SUB00144,CUST00366,monthly,skincare,180,True,0.0,0.8252,High,cohort_month
SUB00145,CUST00368,monthly,supplements,120,True,0.0,0.9609,High,cohort_month
SUB00146,CUST00369,quarterly,haircare,851,False,5.43,0.1342,Low,order_interval_days
SUB00147,CUST00382,quarterly,skincare,849,False,6.52,0.1071,Low,order_interval_days
SUB00148,CUST00383,monthly,supplements,90,True,0.0,0.9274,High,cohort_month
SUB00149,CUST00388,monthly,wellness_bundle,836,False,26.33,0.2833,Low,total_net_revenue
SUB00150,CUST00389,quarterly,skincare,843,False,6.37,0.0961,Low,order_interval_days
SUB00151,CUST00394,quarterly,wellness_bundle,847,False,10.16,0.1355,Low,order_interval_days
SUB00152,CUST00396,monthly,skincare,150,True,0.0,0.8802,High,cohort_month
SUB00153,CUST00401,monthly,skincare,60,True,0.0,0.9315,High,cohort_month
SUB00154,CUST00402,monthly,skincare,844,False,15.65,0.3164,Low,total_net_revenue
SUB00155,CUST00412,monthly,skincare,847,False,17.08,0.274,Low,total_net_revenue
SUB00156,CUST00413,quarterly,skincare,832,False,6.73,0.1136,Low,order_interval_days
SUB00157,CUST00417,quarterly,wellness_bundle,855,False,7.88,0.1909,Low,order_interval_days
SUB00158,CUST00422,quarterly,skincare,838,False,6.23,0.098,Low,order_interval_days
SUB00159,CUST00423,monthly,skincare,841,False,17.16,0.2952,Low,total_net_revenue
SUB00160,CUST00425,quarterly,wellness_bundle,831,False,11.24,0.1319,Low,order_interval_days
SUB00161,CUST00427,monthly,skincare,30,True,0.0,0.9883,High,cohort_month
SUB00162,CUST00435,quarterly,haircare,838,False,5.6,0.1341,Low,order_interval_days
SUB00163,CUST00437,monthly,skincare,848,False,17.38,0.3457,Medium,total_net_revenue
SUB00164,CUST00441,quarterly,supplements,850,False,3.89,0.372,Medium,order_interval_days
SUB00165,CUST00443,quarterly,haircare,851,False,5.6,0.1311,Low,order_interval_days
SUB00166,CUST00446,quarterly,wellness_bundle,855,False,9.58,0.1456,Low,order_interval_days
SUB00167,CUST00447,monthly,supplements,90,True,0.0,0.9736,High,cohort_month
SUB00168,CUST00449,quarterly,haircare,831,False,4.37,0.287,Low,order_interval_days
SUB00169,CUST00451,monthly,supplements,838,False,12.33,0.4992,Medium,cohort_month
SUB00170,CUST00452,quarterly,supplements,839,False,4.68,0.3027,Low,order_interval_days
SUB00171,CUST00456,monthly,skincare,854,False,17.45,0.3683,Medium,total_net_revenue
SUB00172,CUST00466,monthly,skincare,836,False,15.18,0.3443,Medium,total_net_revenue
SUB00173,CUST00472,quarterly,haircare,852,False,5.7,0.1037,Low,order_interval_days
SUB00174,CUST00473,monthly,wellness_bundle,840,False,26.41,0.302,Low,total_net_revenue
SUB00175,CUST00476,monthly,wellness_bundle,240,True,0.0,0.6907,High,total_net_revenue
SUB00176,CUST00477,monthly,skincare,837,False,16.04,0.2727,Low,total_net_revenue
SUB00177,CUST00478,monthly,haircare,300,True,0.0,0.4283,Medium,total_orders
SUB00178,CUST00480,monthly,supplements,120,True,0.0,0.9622,High,cohort_month
SUB00179,CUST00481,quarterly,supplements,848,False,4.85,0.2285,Low,order_interval_days
SUB00180,CUST00484,quarterly,wellness_bundle,853,False,7.99,0.1748,Low,order_interval_days
SUB00181,CUST00487,quarterly,skincare,845,False,6.08,0.1054,Low,order_interval_days
SUB00182,CUST00489,monthly,skincare,120,True,0.0,0.9579,High,cohort_month
SUB00183,CUST00490,monthly,supplements,90,True,0.0,0.9725,High,cohort_month
SUB00184,CUST00491,monthly,supplements,240,True,0.0,0.7751,High,cohort_month
SUB00185,CUST00493,quarterly,haircare,841,False,5.95,0.1204,Low,order_interval_days
SUB00186,CUST00494,monthly,haircare,839,False,15.48,0.3682,Medium,total_net_revenue
SUB00187,CUST00496,monthly,skincare,60,True,0.0,0.9304,High,cohort_month
SUB00188,CUST00497,monthly,supplements,842,False,12.82,0.4371,Medium,total_orders
SUB00189,CUST00498,monthly,supplements,120,True,0.0,0.9377,High,cohort_month
SUB00190,CUST00499,monthly,wellness_bundle,180,True,0.0,0.7544,High,total_net_revenue
SUB00191,CUST00500,monthly,supplements,270,True,0.0,0.6532,Medium,cohort_month
SUB00192,CUST00503,quarterly,wellness_bundle,828,False,11.06,0.1323,Low,order_interval_days
SUB00193,CUST00504,monthly,skincare,150,True,0.0,0.9036,High,cohort_month
SUB00194,CUST00505,monthly,wellness_bundle,828,False,29.33,0.3751,Medium,total_net_revenue
SUB00195,CUST00508,monthly,wellness_bundle,851,False,31.18,0.3241,Low,total_net_revenue
SUB00196,CUST00516,monthly,skincare,838,False,15.97,0.2852,Low,total_net_revenue
SUB00197,CUST00517,quarterly,haircare,843,False,5.79,0.108,Low,order_interval_days
SUB00198,CUST00518,quarterly,haircare,90,True,0.0,0.6009,Medium,order_interval_days
SUB00199,CUST00519,quarterly,haircare,844,False,5.61,0.1341,Low,order_interval_days
SUB00200,CUST00521,monthly,haircare,30,True,0.0,0.9728,High,cohort_month
SUB00201,CUST00524,monthly,supplements,60,True,0.0,0.9793,High,cohort_month
SUB00202,CUST00525,monthly,wellness_bundle,90,True,0.0,0.9212,High,cohort_month
SUB00203,CUST00526,monthly,haircare,849,False,15.37,0.3671,Medium,total_net_revenue
SUB00204,CUST00536,monthly,supplements,829,False,12.27,0.5229,Medium,total_orders
SUB00205,CUST00538,monthly,supplements,180,True,0.0,0.8105,High,cohort_month
SUB00206,CUST00539,monthly,skincare,842,False,17.13,0.3028,Low,total_net_revenue
SUB00207,CUST00540,monthly,supplements,120,True,0.0,0.9609,High,cohort_month
SUB00208,CUST00545,monthly,skincare,270,True,0.0,0.5464,Medium,cohort_month
SUB00209,CUST00546,monthly,haircare,842,False,15.41,0.5419,Medium,total_orders
SUB00210,CUST00548,quarterly,wellness_bundle,836,False,10.74,0.1338,Low,order_interval_days
SUB00211,CUST00552,monthly,supplements,834,False,13.8,0.485,Medium,total_orders
SUB00212,CUST00553,monthly,supplements,843,False,13.26,0.5644,Medium,total_orders
SUB00213,CUST00554,monthly,supplements,849,False,13.63,0.5382,Medium,cohort_month
SUB00214,CUST00557,quarterly,skincare,180,True,0.0,0.4773,Medium,order_interval_days
SUB00215,CUST00558,quarterly,skincare,829,False,5.12,0.2163,Low,order_interval_days
SUB00216,CUST00560,monthly,skincare,330,True,0.0,0.4234,Medium,total_net_revenue
SUB00217,CUST00563,quarterly,haircare,849,False,4.32,0.281,Low,order_interval_days
SUB00218,CUST00567,quarterly,skincare,849,False,6.53,0.1059,Low,order_interval_days
SUB00219,CUST00573,monthly,supplements,60,True,0.0,0.9837,High,cohort_month
SUB00220,CUST00576,quarterly,supplements,850,False,4.64,0.2989,Low,order_interval_days
SUB00221,CUST00578,quarterly,skincare,854,False,6.31,0.1025,Low,order_interval_days
SUB00222,CUST00579,quarterly,skincare,839,False,5.93,0.0981,Low,order_interval_days
SUB00223,CUST00582,monthly,supplements,90,True,0.0,0.9314,High,cohort_month
SUB00224,CUST00586,monthly,skincare,30,True,0.0,0.9861,High,cohort_month
SUB00225,CUST00587,quarterly,skincare,843,False,6.13,0.1007,Low,order_interval_days
SUB00226,CUST00590,quarterly,wellness_bundle,839,False,10.32,0.1556,Low,order_interval_days
SUB00227,CUST00601,quarterly,haircare,839,False,5.75,0.1018,Low,order_interval_days
SUB00228,CUST00602,monthly,skincare,60,True,0.0,0.9812,High,cohort_month
SUB00229,CUST00604,quarterly,supplements,839,False,5.08,0.2391,Low,order_interval_days
SUB00230,CUST00605,monthly,haircare,845,False,13.42,0.4029,Medium,cohort_month
SUB00231,CUST00606,quarterly,supplements,841,False,4.93,0.2159,Low,order_interval_days
SUB00232,CUST00607,monthly,haircare,90,True,0.0,0.9151,High,cohort_month
SUB00233,CUST00608,monthly,supplements,300,True,0.0,0.6164,Medium,cohort_month
SUB00234,CUST00609,monthly,haircare,180,True,0.0,0.8165,High,cohort_month
SUB00235,CUST00611,quarterly,supplements,270,True,0.0,0.2927,Low,order_interval_days
SUB00236,CUST00613,monthly,supplements,150,True,0.0,0.9215,High,cohort_month
SUB00237,CUST00615,quarterly,haircare,180,True,0.0,0.5036,Medium,order_interval_days
SUB00238,CUST00616,quarterly,supplements,846,False,4.83,0.2607,Low,order_interval_days
SUB00239,CUST00617,monthly,haircare,849,False,13.67,0.384,Medium,cohort_month
SUB00240,CUST00619,monthly,skincare,30,True,0.0,0.8675,High,cohort_month
SUB00241,CUST00620,monthly,haircare,30,True,0.0,0.9717,High,cohort_month
SUB00242,CUST00622,quarterly,supplements,834,False,4.94,0.2285,Low,order_interval_days
SUB00243,CUST00624,quarterly,wellness_bundle,836,False,10.67,0.1323,Low,order_interval_days
SUB00244,CUST00625,quarterly,wellness_bundle,837,False,8.23,0.1751,Low,order_interval_days
SUB00245,CUST00626,quarterly,skincare,843,False,5.81,0.098,Low,order_interval_days
SUB00246,CUST00629,monthly,supplements,831,False,13.49,0.4985,Medium,total_orders
SUB00247,CUST00630,quarterly,supplements,833,False,4.74,0.2881,Low,order_interval_days
SUB00248,CUST00631,monthly,supplements,270,True,0.0,0.6943,High,cohort_month
SUB00249,CUST00632,monthly,skincare,838,False,17.22,0.2719,Low,total_net_revenue
SUB00250,CUST00633,monthly,skincare,841,False,17.92,0.5669,Medium,total_net_revenue
SUB00251,CUST00634,quarterly,supplements,270,True,0.0,0.3796,Medium,order_interval_days
SUB00252,CUST00637,monthly,haircare,833,False,15.54,0.4397,Medium,total_net_revenue
SUB00253,CUST00639,quarterly,supplements,851,False,4.98,0.2352,Low,order_interval_days
SUB00254,CUST00643,quarterly,supplements,839,False,5.13,0.2435,Low,order_interval_days
SUB00255,CUST00645,monthly,haircare,240,True,0.0,0.6509,Medium,cohort_month
SUB00256,CUST00649,monthly,skincare,210,True,0.0,0.736,High,cohort_month
SUB00257,CUST00650,monthly,wellness_bundle,844,False,28.12,0.3651,Medium,total_net_revenue
SUB00258,CUST00651,quarterly,supplements,837,False,4.9,0.2346,Low,order_interval_days
SUB00259,CUST00652,monthly,wellness_bundle,835,False,28.76,0.3778,Medium,total_net_revenue
SUB00260,CUST00653,quarterly,wellness_bundle,840,False,8.5,0.1751,Low,order_interval_days
SUB00261,CUST00654,quarterly,skincare,844,False,6.53,0.1045,Low,order_interval_days
SUB00262,CUST00655,monthly,supplements,834,False,13.67,0.4631,Medium,total_orders
SUB00263,CUST00656,monthly,skincare,270,True,0.0,0.6746,High,cohort_month
SUB00264,CUST00659,monthly,supplements,150,True,0.0,0.9204,High,cohort_month
SUB00265,CUST00661,quarterly,skincare,270,True,0.0,0.1682,Low,order_interval_days
SUB00266,CUST00662,quarterly,haircare,845,False,5.72,0.1018,Low,order_interval_days
SUB00267,CUST00663,quarterly,wellness_bundle,850,False,10.46,0.1191,Low,order_interval_days
SUB00268,CUST00664,quarterly,skincare,849,False,6.23,0.0938,Low,order_interval_days
SUB00269,CUST00666,monthly,supplements,839,False,13.26,0.5678,Medium,cohort_month
SUB00270,CUST00667,quarterly,supplements,852,False,5.08,0.2686,Low,order_interval_days
SUB00271,CUST00669,monthly,wellness_bundle,90,True,0.0,0.9206,High,cohort_month
SUB00272,CUST00670,monthly,supplements,30,True,0.0,0.9878,High,cohort_month
SUB00273,CUST00671,monthly,skincare,831,False,16.23,0.4246,Medium,total_net_revenue
SUB00274,CUST00672,monthly,supplements,835,False,13.33,0.5477,Medium,cohort_month
SUB00275,CUST00673,monthly,supplements,270,True,0.0,0.7675,High,cohort_month
SUB00276,CUST00674,quarterly,skincare,834,False,6.75,0.1156,Low,order_interval_days
SUB00277,CUST00676,quarterly,haircare,842,False,4.4,0.2785,Low,order_interval_days
SUB00278,CUST00677,monthly,supplements,150,True,0.0,0.876,High,cohort_month
SUB00279,CUST00678,monthly,supplements,60,True,0.0,0.9835,High,cohort_month
SUB00280,CUST00679,monthly,skincare,60,True,0.0,0.9732,High,cohort_month
SUB00281,CUST00680,monthly,haircare,270,True,0.0,0.6757,High,cohort_month
SUB00282,CUST00682,quarterly,skincare,840,False,6.01,0.1047,Low,order_interval_days
SUB00283,CUST00683,monthly,skincare,834,False,16.66,0.2898,Low,total_net_revenue
SUB00284,CUST00688,monthly,wellness_bundle,830,False,25.86,0.2977,Low,total_net_revenue
SUB00285,CUST00692,quarterly,haircare,832,False,5.84,0.1028,Low,order_interval_days
SUB00286,CUST00693,monthly,skincare,90,True,0.0,0.9668,High,cohort_month
SUB00287,CUST00694,monthly,haircare,120,True,0.0,0.9433,High,cohort_month
SUB00288,CUST00696,monthly,skincare,270,True,0.0,0.5303,Medium,cohort_month
SUB00289,CUST00697,quarterly,wellness_bundle,845,False,10.25,0.1298,Low,order_interval_days
SUB00290,CUST00698,monthly,skincare,30,True,0.0,0.9887,High,cohort_month
SUB00291,CUST00700,monthly,skincare,850,False,17.34,0.2907,Low,total_net_revenue
SUB00292,CUST00704,quarterly,supplements,841,False,4.87,0.2447,Low,order_interval_days
SUB00293,CUST00705,quarterly,haircare,180,True,0.0,0.5242,Medium,order_interval_days
SUB00294,CUST00709,monthly,wellness_bundle,822,False,29.2,0.346,Medium,total_net_revenue
SUB00295,CUST00718,monthly,haircare,814,False,14.04,0.3756,Medium,total_net_revenue
SUB00296,CUST00720,monthly,skincare,819,False,16.87,0.344,Medium,total_net_revenue
SUB00297,CUST00721,quarterly,wellness_bundle,826,False,7.95,0.1713,Low,order_interval_days
SUB00298,CUST00723,quarterly,haircare,818,False,5.75,0.1246,Low,order_interval_days
SUB00299,CUST00727,monthly,skincare,150,True,0.0,0.9129,High,cohort_month
SUB00300,CUST00731,monthly,haircare,812,False,13.66,0.441,Medium,total_net_revenue
SUB00301,CUST00736,monthly,wellness_bundle,60,True,0.0,0.9606,High,cohort_month
SUB00302,CUST00746,monthly,wellness_bundle,60,True,0.0,0.9374,High,cohort_month
SUB00303,CUST00752,quarterly,skincare,825,False,6.24,0.0898,Low,order_interval_days
SUB00304,CUST00755,monthly,skincare,809,False,14.94,0.4208,Medium,total_net_revenue
SUB00305,CUST00758,monthly,wellness_bundle,810,False,27.02,0.3577,Medium,total_net_revenue
SUB00306,CUST00759,quarterly,skincare,803,False,6.9,0.0836,Low,order_interval_days
SUB00307,CUST00760,quarterly,skincare,807,False,6.19,0.0957,Low,order_interval_days
SUB00308,CUST00765,monthly,wellness_bundle,60,True,0.0,0.9584,High,cohort_month
SUB00309,CUST00780,monthly,supplements,90,True,0.0,0.9666,High,cohort_month
SUB00310,CUST00783,monthly,skincare,30,True,0.0,0.9877,High,cohort_month
SUB00311,CUST00788,monthly,haircare,808,False,14.79,0.5405,Medium,total_net_revenue
SUB00312,CUST00790,quarterly,wellness_bundle,805,False,8.51,0.1723,Low,order_interval_days
SUB00313,CUST00795,quarterly,skincare,822,False,6.75,0.0877,Low,order_interval_days
SUB00314,CUST00798,quarterly,skincare,812,False,6.8,0.0825,Low,order_interval_days
SUB00315,CUST00800,quarterly,skincare,812,False,6.59,0.0706,Low,order_interval_days
SUB00316,CUST00805,monthly,skincare,800,False,14.75,0.3667,Medium,total_net_revenue
SUB00317,CUST00807,quarterly,skincare,823,False,6.2,0.0911,Low,order_interval_days
